CoPt_E_rep1	CoPt_E_rep2	CoPt_E_rep3	CoPt_E_rep4	CoPt_H_rep1	CoPt_H_rep2	CoPt_H_rep3	CoPt_H_rep4	Falu_E_rep1	Falu_E_rep3	Falu_E_rep4	Falu_E_rep6	Falu_H_rep1	Falu_H_rep4	Falu_H_rep6	Ftele_E_rep3	Ftele_E_rep5	Ftele_E_rep6	Ftele_H_rep1	Ftele_H_rep3	Ftele_H_rep5	Ftele_H_rep6
aten_0.1.m1.22643.m1	0.516204772211492	0.767794962102826	0.785183506553443	0.558267354081537	-1.9720531405965	-0.183785057729664	-1.18378505772966	0.638883099821656	0.836743755635009	0.879745863419027	0.721266538215073	1.07670617132335	-1.9720531405965	-1.10099806550987	-0.95128427550193	1.2719205313228	0.594031349918965	1.05775308710771	-1.18796799786174	-1.04833346184711	-0.546593835831147	0.442353041491246
aten_0.1.m1.15467.m1	-1.959838700351	-1.10956746243875	-1.14184159715884	-1.19666273381484	0.445931966413337	0.636436524712702	1.21040760060204	0.927377143433107	-1.37264865661161	-1.17443474052733	-1.23238782034293	-1.31359616073264	1.33309674060623	1.85381582564507	2.04916318072269	-1.17167580652837	-2.11583052140141	-1.8844229296107	1.21344302459957	2.19906872994931	1.18804794463756	2.61611844819679
aten_0.1.m1.27602.m1	2.78810069735476	1.8317155135958	-2.86172431009949	3.77042331201269	-0.81672615740744	-2.88180062724298	-1.82362975717789	-0.0469951137749387	-0.111857346103739	0.280697294630209	-0.684699717958138	1.42007317040397	-2.18885820296962	-0.929020316259356	-1.36359732852008	0.926874839566675	3.66916866758576	3.48805224540334	-1.80985543555129	0.29418141776459	-1.69940775453331	-1.25111509071953
aten_0.1.m1.36795.m1	-0.762091072518092	-0.464916551128231	-0.84691944649596	-0.830129308903099	0.911838316053076	0.791534016275924	0.763184064596176	1.01177580412988	-1.12039141153552	-0.809285525303937	-0.875847880817009	-0.865052835460137	0.146857392965685	0.410406566607006	1.17801480611567	-0.649143766970038	-1.20753423887395	-0.581869728510647	0.71527906688693	1.04066385819808	0.382931899464364	1.66069597522383
aten_0.1.m1.13403.m1	1.47400041474891	1.15152072549777	0.881497941597832	0.224141397662846	-0.828803025059536	-1.37279374472439	-1.03479728120937	-0.819924873713083	0.614890932842375	0.526768615430307	0.202034378863057	0.492729214415578	0.0391747656357473	-1.09421419426596	-0.989849875155395	-0.487609878404035	0.895341179200504	0.366622348676643	-0.222234068149005	0.0644339941885239	0.400780678046922	-0.483709646126237
aten_0.1.m1.27541.m1	0.900353728792903	-0.0407525821535283	0.66616045084542	0.231500353709644	-0.250622169848419	-0.419264205407258	-0.419264205407258	-0.419264205407258	0.844371198161071	1.62092686643104	0.189545037268266	0.00296879527578969	-0.419264205407258	-0.419264205407258	-0.347501536107167	-0.419264205407258	-0.0846959297411252	-0.147838529314324	-0.14903429816926	-0.419264205407258	-0.0812677418922422	-0.419264205407258
aten_0.1.m1.10017.m1	-0.792596345754256	-0.651706127797592	-1.00051300444088	-0.720620766970907	0.744632735251248	0.879362119723443	0.660617685032673	0.665247275979849	-0.734655245075269	-0.753067981567619	-0.499199312608332	-0.620028560937117	0.429455937648071	0.534717901363774	1.28154806156529	-0.629565323808353	-0.950076580829923	-0.344317588055685	0.831894519153538	-0.102079674274973	0.802383080198737	0.968567196204273
aten_0.1.m1.12815.m1	-1.16186113988474	-0.547214669429906	-0.168884407724899	-0.941188716224051	0.120576111992028	0.927472765283872	0.587783942543742	-0.111401046148109	-0.237030746111618	-0.738647077602292	-0.217010759661187	-0.152189750859165	1.50235155839203	0.864980830080537	0.783896335845744	-0.593398659476899	-1.21910934294849	-1.21366740993875	0.645748833007243	0.823577733190051	0.645593590043215	0.399622025631647
aten_0.1.m1.10805.m1	0.873788225964736	1.42891260683864	0.815499567341881	0.437290364179582	-0.0207496792302393	-0.642168827106279	-0.554217405942407	-1.22747750540339	1.05485875039706	0.582397667584917	0.940021924364823	0.765233511003471	-1.40992054669214	-1.36695582905657	-0.716752492337275	0.902072570137507	-0.218159744009351	0.535733666177671	-0.222293543516364	-0.484914035980259	-0.291725876894281	-1.18047336782174
aten_0.1.m1.1846.m1	0.960047247095759	0.973058112615914	0.709226417432794	0.497736303569421	0.471175737271045	0.225685796309711	-0.731289210099474	-0.888553003041229	1.20792184575855	1.05524963755125	0.831130721970594	0.920984253398267	-1.53747212549793	-1.6192294190501	-1.40784670174378	0.704700102804574	0.337226364816784	0.472116012151747	-0.655738177092297	-1.02472950381774	-0.1462064597395	-1.35519395266436
aten_0.1.m1.9148.m1	-0.707951655410002	-0.372023114264499	-0.718608730949294	-0.134983916963649	-0.537879191909924	-0.828303595775224	2.02149555341371	1.03880213372743	-0.207248092475484	-0.413626815348338	-0.77449715207943	-0.636740945074468	0.329386917806829	-0.223283442712814	2.740822887688	-0.688179371866153	-0.682952210202604	-0.828303595775224	-0.00129758613624709	3.03106967426377	-0.726653519680789	-0.679044230275601
aten_0.1.m1.757.m1	0.34888855776639	1.08140496344304	1.19406012258564	1.88929473481471	-0.970044555436584	-2.42349678939763	-0.750872796316985	-1.47552375896293	1.65899519719648	1.52742745707403	1.57100002448664	1.36681364971614	-2.36099537093654	-1.67320123314471	-1.87602058670933	2.38690706609029	0.814473201529545	1.76913108072458	-0.912264402230113	-0.772030939657889	-1.9737489377052	-0.420196684929553
aten_0.1.m1.17363.m1	-1.2423806787921	-1.01919160848334	-0.822154761423787	-0.559562541607695	0.340213419594559	0.53192698895238	0.442962412072718	0.314073520260893	-0.161764974556195	-0.569070671635305	-0.112967270999857	-0.405980834326521	0.389642145629699	0.276521683693129	0.709671138716049	0.23086069078117	-0.238835349542161	-0.565577077093801	0.251533145370217	1.29541977788599	0.851124841864705	0.0635360036392578
