V1,V2
aten_0.1.m1.11056.m1,1.40781691146814
aten_0.1.m1.11057.m1,-2.04854987824671
aten_0.1.m1.11063.m1,-2.3569916873247
aten_0.1.m1.11064.m1,2.38483482150365
aten_0.1.m1.11066.m1,2.91735750823464
aten_0.1.m1.11067.m1,1.96247767644951
aten_0.1.m1.11069.m1,1.55922655930338
aten_0.1.m1.11075.m1,4.55577634774505
aten_0.1.m1.11076.m1,2.18412138699359
aten_0.1.m1.11080.m1,1.19611788089935
aten_0.1.m1.11081.m1,2.22731900405952
aten_0.1.m1.11082.m1,2.15163508213711
aten_0.1.m1.11083.m1,-2.61976779624813
aten_0.1.m1.11084.m1,-2.3491510380055
aten_0.1.m1.11085.m1,1.76753421163381
aten_0.1.m1.11086.m1,-1.5903501673828
aten_0.1.m1.11089.m1,2.34583417706687
aten_0.1.m1.11092.m1,-1.8405455313367
aten_0.1.m1.11093.m1,-2.23186229600284
aten_0.1.m1.11094.m1,-1.78750972597787
aten_0.1.m1.11098.m1,0.751288501605339
aten_0.1.m1.11099.m1,-3.21761234093713
aten_0.1.m1.11100.m1,-1.38882807237999
aten_0.1.m1.11101.m1,-1.45660329593449
aten_0.1.m1.11104.m1,2.39269094915992
aten_0.1.m1.11105.m1,-1.23867169363355
aten_0.1.m1.11106.m1,-1.09229963264706
aten_0.1.m1.11107.m1,1.97729110673985
aten_0.1.m1.1111.m1,-2.31124982209765
aten_0.1.m1.11110.m1,-2.91280923457272
aten_0.1.m1.11112.m1,2.27215390292543
aten_0.1.m1.11114.m1,3.82125002784415
aten_0.1.m1.11117.m1,-1.64244531878256
aten_0.1.m1.11119.m1,-2.80750034929085
aten_0.1.m1.1113.m1,-1.76643114515905
aten_0.1.m1.11130.m1,-2.88490748767874
aten_0.1.m1.11132.m1,-1.50144879835273
aten_0.1.m1.11133.m1,1.40903886317087
aten_0.1.m1.11143.m1,-3.79347838717391
aten_0.1.m1.11166.m1,2.48153319300045
aten_0.1.m1.11167.m1,-3.20799743601983
aten_0.1.m1.11175.m1,-2.55030957584265
aten_0.1.m1.11178.m1,1.32763010673177
aten_0.1.m1.11179.m1,2.19546464101573
aten_0.1.m1.11180.m1,-4.46191166162832
aten_0.1.m1.11181.m1,2.65135116542882
aten_0.1.m1.11183.m1,-2.52285772308982
aten_0.1.m1.11185.m1,-2.26954359213162
aten_0.1.m1.11187.m1,-1.39861964307066
aten_0.1.m1.11188.m1,-3.64197762245585
aten_0.1.m1.11193.m1,-1.88359037083761
aten_0.1.m1.11194.m1,1.43233079453238
aten_0.1.m1.11197.m1,-1.68489128808046
aten_0.1.m1.1120.m1,-1.11339333200434
aten_0.1.m1.11200.m1,-2.87168523327028
aten_0.1.m1.11201.m1,0.931765082349463
aten_0.1.m1.11202.m1,1.38947702047023
aten_0.1.m1.11212.m1,-3.00397565008086
aten_0.1.m1.11213.m1,-2.67274660115665
aten_0.1.m1.11218.m1,3.11326850574246
aten_0.1.m1.11219.m1,4.51828144080692
aten_0.1.m1.11222.m1,4.98567203119608
aten_0.1.m1.11223.m1,5.2813702462196
aten_0.1.m1.11224.m1,5.16444551732987
aten_0.1.m1.11229.m1,1.81565110184943
aten_0.1.m1.1124.m1,4.12598004307828
aten_0.1.m1.11248.m1,3.23775062540809
aten_0.1.m1.11251.m1,-1.73976008209955
aten_0.1.m1.11253.m1,3.42491666262931
aten_0.1.m1.1126.m1,-1.0294974155026
aten_0.1.m1.11271.m1,-3.24159119940145
aten_0.1.m1.11282.m1,-1.35702965883511
aten_0.1.m1.11296.m1,-1.72060009047905
aten_0.1.m1.11298.m1,-1.43675745076708
aten_0.1.m1.1130.m1,-1.8754323014409
aten_0.1.m1.11300.m1,-2.02659103928081
aten_0.1.m1.11302.m1,-2.37518425791504
aten_0.1.m1.11304.m1,-2.40239778418698
aten_0.1.m1.11307.m1,-3.19068183745016
aten_0.1.m1.11308.m1,-2.35602562469429
aten_0.1.m1.11313.m1,-3.49689654769996
aten_0.1.m1.1132.m1,-2.67701526078637
aten_0.1.m1.11321.m1,2.59545133314933
aten_0.1.m1.11322.m1,-1.65238498225098
aten_0.1.m1.11323.m1,1.51659509762634
aten_0.1.m1.11324.m1,1.70915072996138
aten_0.1.m1.11326.m1,2.62037002441198
aten_0.1.m1.11327.m1,-4.43456891018162
aten_0.1.m1.11328.m1,1.45015247435842
aten_0.1.m1.11332.m1,-1.42690204589509
aten_0.1.m1.11336.m1,2.33379325781585
aten_0.1.m1.1134.m1,2.40202047336169
aten_0.1.m1.11340.m1,1.98966654161995
aten_0.1.m1.11348.m1,1.71280774495178
aten_0.1.m1.1137.m1,1.8543596765189
aten_0.1.m1.1138.m1,-2.85562475445454
aten_0.1.m1.1141.m1,-2.00401628272911
aten_0.1.m1.1143.m1,-1.9319656861346
aten_0.1.m1.1144.m1,0.963805336549718
aten_0.1.m1.1145.m1,1.96266577694063
aten_0.1.m1.11450.m1,6.50339429711957
aten_0.1.m1.11467.m1,-4.00903474351787
aten_0.1.m1.1147.m1,-1.86955290908575
aten_0.1.m1.11471.m1,-3.3870438782566
aten_0.1.m1.11480.m1,-1.32052553560826
aten_0.1.m1.11486.m1,2.17548381202816
aten_0.1.m1.1149.m1,0.849822444069912
aten_0.1.m1.1150.m1,1.98096579406143
aten_0.1.m1.1151.m1,-2.17126921148831
aten_0.1.m1.11514.m1,-1.07200929202138
aten_0.1.m1.11527.m1,1.10774323474138
aten_0.1.m1.11531.m1,1.95084552293606
aten_0.1.m1.11539.m1,2.46859027178608
aten_0.1.m1.11540.m1,-5.53697527031394
aten_0.1.m1.11541.m1,1.17418747588417
aten_0.1.m1.11545.m1,2.42543211916551
aten_0.1.m1.1155.m1,-2.44395301804183
aten_0.1.m1.11551.m1,-2.19522260012098
aten_0.1.m1.11552.m1,-1.48920616069939
aten_0.1.m1.1156.m1,1.3498760841126
aten_0.1.m1.11560.m1,1.76623470808191
aten_0.1.m1.1157.m1,1.47426973116997
aten_0.1.m1.11583.m1,1.72344834626298
aten_0.1.m1.11589.m1,-2.97765131814229
aten_0.1.m1.11595.m1,-2.00815083305179
aten_0.1.m1.11652.m1,2.38750254130777
aten_0.1.m1.11698.m1,2.11758941384183
aten_0.1.m1.11708.m1,0.998656514485365
aten_0.1.m1.11711.m1,-3.02113144348635
aten_0.1.m1.11719.m1,-0.848450325372508
aten_0.1.m1.11724.m1,2.49882235096113
aten_0.1.m1.1173.m1,-2.30375096041859
aten_0.1.m1.11730.m1,-0.985300702586969
aten_0.1.m1.11743.m1,-1.43853361170316
aten_0.1.m1.1176.m1,1.69491933209003
aten_0.1.m1.1177.m1,-1.32568363398858
aten_0.1.m1.1180.m1,-2.48723395492268
aten_0.1.m1.11833.m1,1.95474123612526
aten_0.1.m1.11834.m1,-2.29705779212017
aten_0.1.m1.11835.m1,-3.6636519356799
aten_0.1.m1.11836.m1,2.91383346766772
aten_0.1.m1.11839.m1,-2.31440148134643
aten_0.1.m1.11844.m1,-3.01581612353852
aten_0.1.m1.1185.m1,-1.67265583646017
aten_0.1.m1.11851.m1,1.07565180356949
aten_0.1.m1.11852.m1,-1.44944098474378
aten_0.1.m1.11853.m1,1.82394609153103
aten_0.1.m1.11855.m1,-1.99410294181034
aten_0.1.m1.11856.m1,-1.89326935047199
aten_0.1.m1.11860.m1,2.5770637762158
aten_0.1.m1.11875.m1,2.65147280690024
aten_0.1.m1.11883.m1,1.64032942647381
aten_0.1.m1.11892.m1,2.11117643198401
aten_0.1.m1.11896.m1,0.832856043120138
aten_0.1.m1.11899.m1,0.745837787709603
aten_0.1.m1.11902.m1,-2.87624690918214
aten_0.1.m1.11903.m1,1.0548771217065
aten_0.1.m1.11904.m1,-0.819567765726305
aten_0.1.m1.11907.m1,1.14353568200865
aten_0.1.m1.11908.m1,0.936201608163693
aten_0.1.m1.11909.m1,-2.54590290034873
aten_0.1.m1.11914.m1,-0.936148368368262
aten_0.1.m1.11915.m1,-1.15321191311325
aten_0.1.m1.11919.m1,-4.02048047374123
aten_0.1.m1.1192.m1,-1.43786479793151
aten_0.1.m1.1193.m1,-1.77276691882464
aten_0.1.m1.11935.m1,-3.52720409619839
aten_0.1.m1.11937.m1,-1.5046012987992
aten_0.1.m1.11938.m1,-1.20664050538994
aten_0.1.m1.11939.m1,-1.46675171872622
aten_0.1.m1.11942.m1,-2.46373499339631
aten_0.1.m1.11944.m1,-2.21052121593568
aten_0.1.m1.11945.m1,1.67093686561213
aten_0.1.m1.11946.m1,-2.48121447056145
aten_0.1.m1.11951.m1,3.30482024999965
aten_0.1.m1.11953.m1,2.46894406406693
aten_0.1.m1.1196.m1,-1.71372564250067
aten_0.1.m1.11965.m1,1.10130612690934
aten_0.1.m1.11966.m1,-1.96342318070116
aten_0.1.m1.11967.m1,3.99284011515434
aten_0.1.m1.11969.m1,1.27125352559173
aten_0.1.m1.1197.m1,0.85921394002769
aten_0.1.m1.11974.m1,1.34921726807448
aten_0.1.m1.11975.m1,-0.934377811052526
aten_0.1.m1.1198.m1,0.930806347810215
aten_0.1.m1.11981.m1,2.9801072828909
aten_0.1.m1.11989.m1,1.93565690227521
aten_0.1.m1.1199.m1,2.73114662770843
aten_0.1.m1.11990.m1,-1.99860399026183
aten_0.1.m1.11993.m1,1.94516391738292
aten_0.1.m1.11995.m1,1.72924016883206
aten_0.1.m1.1200.m1,2.16929074015467
aten_0.1.m1.12004.m1,1.93121338231148
aten_0.1.m1.12008.m1,1.82229015356604
aten_0.1.m1.12009.m1,-4.22692980524017
aten_0.1.m1.1201.m1,2.89511921615943
aten_0.1.m1.12011.m1,1.55689059414802
aten_0.1.m1.12017.m1,-1.83565093041854
aten_0.1.m1.12022.m1,1.43009156641265
aten_0.1.m1.12023.m1,1.15530393566928
aten_0.1.m1.12026.m1,-1.98447257606639
aten_0.1.m1.12027.m1,1.43228747244489
aten_0.1.m1.12028.m1,3.92240134486415
aten_0.1.m1.1203.m1,1.03501429831182
aten_0.1.m1.12032.m1,0.816472111671669
aten_0.1.m1.12033.m1,-2.01720369345925
aten_0.1.m1.12036.m1,-2.20800280728599
aten_0.1.m1.12040.m1,-2.90224447049815
aten_0.1.m1.12045.m1,-2.59670714401376
aten_0.1.m1.1205.m1,-2.20058692076339
aten_0.1.m1.12051.m1,-1.89859023246825
aten_0.1.m1.12059.m1,-1.15909799448258
aten_0.1.m1.1206.m1,-1.34654057031921
aten_0.1.m1.12061.m1,-4.04819286119834
aten_0.1.m1.12064.m1,1.14164932287913
aten_0.1.m1.12069.m1,3.44323486557961
aten_0.1.m1.12072.m1,-1.74257209279459
aten_0.1.m1.12082.m1,-2.16392832099738
aten_0.1.m1.12087.m1,-2.01508777891575
aten_0.1.m1.12090.m1,1.8279789944132
aten_0.1.m1.12093.m1,2.87989377973742
aten_0.1.m1.12096.m1,7.16954004334716
aten_0.1.m1.12098.m1,0.974216330224636
aten_0.1.m1.12099.m1,1.08060877101172
aten_0.1.m1.1210.m1,-1.80900366396323
aten_0.1.m1.12101.m1,1.98968126121195
aten_0.1.m1.12108.m1,-4.22524375877749
aten_0.1.m1.12110.m1,1.13502450668705
aten_0.1.m1.12112.m1,1.25584559026455
aten_0.1.m1.12113.m1,3.37798641107316
aten_0.1.m1.12115.m1,1.83762394955233
aten_0.1.m1.12116.m1,-0.924914181656699
aten_0.1.m1.12117.m1,0.968126709531366
aten_0.1.m1.12118.m1,3.32031894243303
aten_0.1.m1.12123.m1,2.81272251055575
aten_0.1.m1.12135.m1,-1.76468657977403
aten_0.1.m1.12159.m1,2.04494849288707
aten_0.1.m1.1216.m1,3.11429240396466
aten_0.1.m1.12162.m1,-0.810599908796293
aten_0.1.m1.12165.m1,1.13603626431581
aten_0.1.m1.12166.m1,2.26253473909595
aten_0.1.m1.1217.m1,0.900137473068375
aten_0.1.m1.12171.m1,1.81297697173323
aten_0.1.m1.12172.m1,5.75058549223415
aten_0.1.m1.12173.m1,-3.98552394666609
aten_0.1.m1.12176.m1,3.8690786907271
aten_0.1.m1.12179.m1,2.56224782340548
aten_0.1.m1.1219.m1,-2.11202641458763
aten_0.1.m1.12190.m1,-2.26783448767662
aten_0.1.m1.12193.m1,-3.50845405699833
aten_0.1.m1.12194.m1,-0.750489075602569
aten_0.1.m1.12199.m1,-2.22049513305057
aten_0.1.m1.12201.m1,-1.79843396848537
aten_0.1.m1.12215.m1,2.67770487059325
aten_0.1.m1.12216.m1,1.71365388852233
aten_0.1.m1.12218.m1,-3.90147556848766
aten_0.1.m1.12221.m1,-1.54294985263869
aten_0.1.m1.12233.m1,-2.86624611687208
aten_0.1.m1.12235.m1,-2.83801038783604
aten_0.1.m1.12244.m1,-1.55899127897573
aten_0.1.m1.12245.m1,1.06811465892578
aten_0.1.m1.12252.m1,0.955115350065958
aten_0.1.m1.12253.m1,1.53913752760837
aten_0.1.m1.12254.m1,2.66373672795049
aten_0.1.m1.12257.m1,1.21649406844537
aten_0.1.m1.12262.m1,-0.89313978562407
aten_0.1.m1.12269.m1,5.7076547837383
aten_0.1.m1.12271.m1,-1.95076695629289
aten_0.1.m1.12273.m1,-1.34167269810371
aten_0.1.m1.12274.m1,-1.67811359623142
aten_0.1.m1.12279.m1,-2.75706132261573
aten_0.1.m1.12280.m1,-1.47107381910726
aten_0.1.m1.12282.m1,2.7141529716184
aten_0.1.m1.12283.m1,3.3034173441803
aten_0.1.m1.12285.m1,0.867531794723756
aten_0.1.m1.12286.m1,2.37808842963358
aten_0.1.m1.12290.m1,1.02293454821833
aten_0.1.m1.12292.m1,0.89416295743906
aten_0.1.m1.12293.m1,-1.56926568472793
aten_0.1.m1.12295.m1,-2.3642994800177
aten_0.1.m1.12302.m1,1.38970758598677
aten_0.1.m1.12303.m1,2.61188736748574
aten_0.1.m1.12304.m1,1.84454275870508
aten_0.1.m1.12306.m1,1.05265414686885
aten_0.1.m1.12310.m1,2.07616463961353
aten_0.1.m1.12312.m1,2.10439130724542
aten_0.1.m1.12317.m1,-2.19372034372172
aten_0.1.m1.1232.m1,1.77087278185482
aten_0.1.m1.12323.m1,-2.45604097329461
aten_0.1.m1.12325.m1,-2.5492199275609
aten_0.1.m1.12328.m1,1.56099239769011
aten_0.1.m1.12330.m1,2.52150819341216
aten_0.1.m1.12332.m1,1.8382238041973
aten_0.1.m1.12337.m1,4.34399044649175
aten_0.1.m1.12339.m1,1.11182806501904
aten_0.1.m1.12340.m1,1.39241598203493
aten_0.1.m1.12341.m1,-2.36607608296238
aten_0.1.m1.12344.m1,1.97630422615566
aten_0.1.m1.12350.m1,-2.64726258877575
aten_0.1.m1.12351.m1,0.774754377138377
aten_0.1.m1.12352.m1,-1.1576416505738
