V1,signif
aten_0.1.m1.25534.m1,1
aten_0.1.m1.25558.m1,1
aten_0.1.m1.2558.m1,1
aten_0.1.m1.2559.m1,1
aten_0.1.m1.2560.m1,1
aten_0.1.m1.2561.m1,1
aten_0.1.m1.25612.m1,1
aten_0.1.m1.25616.m1,1
aten_0.1.m1.2562.m1,1
aten_0.1.m1.2563.m1,1
aten_0.1.m1.25630.m1,1
aten_0.1.m1.25633.m1,1
aten_0.1.m1.25636.m1,1
aten_0.1.m1.25641.m1,1
aten_0.1.m1.25648.m1,1
aten_0.1.m1.2565.m1,1
aten_0.1.m1.2566.m1,1
aten_0.1.m1.2567.m1,1
aten_0.1.m1.25671.m1,1
aten_0.1.m1.2569.m1,1
aten_0.1.m1.257.m1,1
aten_0.1.m1.25707.m1,1
aten_0.1.m1.25713.m1,1
aten_0.1.m1.25715.m1,1
aten_0.1.m1.25716.m1,1
aten_0.1.m1.25717.m1,1
aten_0.1.m1.25719.m1,1
aten_0.1.m1.25721.m1,1
aten_0.1.m1.25722.m1,1
aten_0.1.m1.25724.m1,1
aten_0.1.m1.25725.m1,1
aten_0.1.m1.25729.m1,1
aten_0.1.m1.2573.m1,1
aten_0.1.m1.25731.m1,1
aten_0.1.m1.25735.m1,1
aten_0.1.m1.2574.m1,1
aten_0.1.m1.25742.m1,1
aten_0.1.m1.25743.m1,1
aten_0.1.m1.25744.m1,1
aten_0.1.m1.25745.m1,1
aten_0.1.m1.25746.m1,1
aten_0.1.m1.25747.m1,1
aten_0.1.m1.25748.m1,1
aten_0.1.m1.25749.m1,1
aten_0.1.m1.2575.m1,1
aten_0.1.m1.25751.m1,1
aten_0.1.m1.25752.m1,1
aten_0.1.m1.25755.m1,1
aten_0.1.m1.25756.m1,1
aten_0.1.m1.25757.m1,1
aten_0.1.m1.2576.m1,1
aten_0.1.m1.25766.m1,1
aten_0.1.m1.25767.m1,1
aten_0.1.m1.25772.m1,1
aten_0.1.m1.25774.m1,1
aten_0.1.m1.25776.m1,1
aten_0.1.m1.25778.m1,1
aten_0.1.m1.25779.m1,1
aten_0.1.m1.2578.m1,1
aten_0.1.m1.25782.m1,1
aten_0.1.m1.25783.m1,1
aten_0.1.m1.25785.m1,1
aten_0.1.m1.25795.m1,1
aten_0.1.m1.25798.m1,1
aten_0.1.m1.25800.m1,1
aten_0.1.m1.25801.m1,1
aten_0.1.m1.25806.m1,1
aten_0.1.m1.25807.m1,1
aten_0.1.m1.25809.m1,1
aten_0.1.m1.25810.m1,1
aten_0.1.m1.25813.m1,1
aten_0.1.m1.25814.m1,1
aten_0.1.m1.25816.m1,1
aten_0.1.m1.25818.m1,1
aten_0.1.m1.25819.m1,1
aten_0.1.m1.25820.m1,1
aten_0.1.m1.25822.m1,1
aten_0.1.m1.25824.m1,1
aten_0.1.m1.25825.m1,1
aten_0.1.m1.25826.m1,1
aten_0.1.m1.25827.m1,1
aten_0.1.m1.25832.m1,1
aten_0.1.m1.25836.m1,1
aten_0.1.m1.25837.m1,1
aten_0.1.m1.25840.m1,1
aten_0.1.m1.25841.m1,1
aten_0.1.m1.25843.m1,1
aten_0.1.m1.25846.m1,1
aten_0.1.m1.25856.m1,1
aten_0.1.m1.25858.m1,1
aten_0.1.m1.25862.m1,1
aten_0.1.m1.25865.m1,1
aten_0.1.m1.25867.m1,1
aten_0.1.m1.2587.m1,1
aten_0.1.m1.25877.m1,1
aten_0.1.m1.25878.m1,1
aten_0.1.m1.2588.m1,1
aten_0.1.m1.25885.m1,1
aten_0.1.m1.25892.m1,1
aten_0.1.m1.25946.m1,1
aten_0.1.m1.25962.m1,1
aten_0.1.m1.2599.m1,1
aten_0.1.m1.26029.m1,1
aten_0.1.m1.26059.m1,1
aten_0.1.m1.26109.m1,1
aten_0.1.m1.2611.m1,1
aten_0.1.m1.26144.m1,1
aten_0.1.m1.2615.m1,1
aten_0.1.m1.2616.m1,1
aten_0.1.m1.26173.m1,1
aten_0.1.m1.26175.m1,1
aten_0.1.m1.26188.m1,1
aten_0.1.m1.2619.m1,1
aten_0.1.m1.26191.m1,1
aten_0.1.m1.26196.m1,1
aten_0.1.m1.26198.m1,1
aten_0.1.m1.2621.m1,1
aten_0.1.m1.2622.m1,1
aten_0.1.m1.26224.m1,1
aten_0.1.m1.26225.m1,1
aten_0.1.m1.2623.m1,1
aten_0.1.m1.26233.m1,1
aten_0.1.m1.26234.m1,1
aten_0.1.m1.26236.m1,1
aten_0.1.m1.26237.m1,1
aten_0.1.m1.26238.m1,1
aten_0.1.m1.2625.m1,1
aten_0.1.m1.26251.m1,1
aten_0.1.m1.2626.m1,1
aten_0.1.m1.26266.m1,1
aten_0.1.m1.263.m1,1
aten_0.1.m1.26300.m1,1
aten_0.1.m1.26302.m1,1
aten_0.1.m1.26305.m1,1
aten_0.1.m1.26310.m1,1
aten_0.1.m1.26318.m1,1
aten_0.1.m1.26324.m1,1
aten_0.1.m1.26327.m1,1
aten_0.1.m1.26347.m1,1
aten_0.1.m1.26348.m1,1
aten_0.1.m1.26351.m1,1
aten_0.1.m1.26354.m1,1
aten_0.1.m1.26355.m1,1
aten_0.1.m1.26356.m1,1
aten_0.1.m1.26358.m1,1
aten_0.1.m1.26359.m1,1
aten_0.1.m1.26361.m1,1
aten_0.1.m1.26362.m1,1
aten_0.1.m1.26363.m1,1
aten_0.1.m1.26364.m1,1
aten_0.1.m1.26368.m1,1
aten_0.1.m1.26369.m1,1
aten_0.1.m1.26370.m1,1
aten_0.1.m1.26373.m1,1
aten_0.1.m1.26374.m1,1
aten_0.1.m1.26379.m1,1
aten_0.1.m1.26384.m1,1
aten_0.1.m1.26385.m1,1
aten_0.1.m1.26386.m1,1
aten_0.1.m1.26390.m1,1
aten_0.1.m1.26393.m1,1
aten_0.1.m1.26394.m1,1
aten_0.1.m1.26398.m1,1
aten_0.1.m1.26403.m1,1
aten_0.1.m1.26404.m1,1
aten_0.1.m1.26424.m1,1
aten_0.1.m1.2643.m1,1
aten_0.1.m1.26432.m1,1
aten_0.1.m1.26434.m1,1
aten_0.1.m1.26435.m1,1
aten_0.1.m1.2644.m1,1
aten_0.1.m1.26447.m1,1
aten_0.1.m1.2646.m1,1
aten_0.1.m1.26477.m1,1
aten_0.1.m1.26480.m1,1
aten_0.1.m1.26482.m1,1
aten_0.1.m1.2649.m1,1
aten_0.1.m1.26490.m1,1
aten_0.1.m1.26494.m1,1
aten_0.1.m1.26498.m1,1
aten_0.1.m1.26499.m1,1
aten_0.1.m1.2650.m1,1
aten_0.1.m1.26500.m1,1
aten_0.1.m1.26503.m1,1
aten_0.1.m1.26504.m1,1
aten_0.1.m1.26505.m1,1
aten_0.1.m1.26506.m1,1
aten_0.1.m1.26508.m1,1
aten_0.1.m1.26509.m1,1
aten_0.1.m1.26511.m1,1
aten_0.1.m1.26512.m1,1
aten_0.1.m1.26516.m1,1
aten_0.1.m1.2652.m1,1
aten_0.1.m1.26520.m1,1
aten_0.1.m1.26522.m1,1
aten_0.1.m1.26525.m1,1
aten_0.1.m1.26527.m1,1
aten_0.1.m1.26538.m1,1
aten_0.1.m1.2654.m1,1
aten_0.1.m1.26546.m1,1
aten_0.1.m1.26548.m1,1
aten_0.1.m1.26552.m1,1
aten_0.1.m1.26554.m1,1
aten_0.1.m1.26556.m1,1
aten_0.1.m1.26557.m1,1
aten_0.1.m1.26558.m1,1
aten_0.1.m1.2656.m1,1
aten_0.1.m1.26560.m1,1
aten_0.1.m1.26561.m1,1
aten_0.1.m1.26562.m1,1
aten_0.1.m1.26563.m1,1
aten_0.1.m1.26564.m1,1
aten_0.1.m1.26566.m1,1
aten_0.1.m1.26579.m1,1
aten_0.1.m1.2663.m1,1
aten_0.1.m1.2664.m1,1
aten_0.1.m1.26640.m1,1
aten_0.1.m1.2665.m1,1
aten_0.1.m1.26653.m1,1
aten_0.1.m1.26661.m1,1
aten_0.1.m1.26666.m1,1
aten_0.1.m1.2668.m1,1
aten_0.1.m1.26691.m1,1
aten_0.1.m1.2670.m1,1
aten_0.1.m1.2671.m1,1
aten_0.1.m1.2672.m1,1
aten_0.1.m1.2673.m1,1
aten_0.1.m1.26735.m1,1
aten_0.1.m1.2677.m1,1
aten_0.1.m1.2680.m1,1
aten_0.1.m1.2681.m1,1
aten_0.1.m1.2689.m1,1
aten_0.1.m1.26909.m1,1
aten_0.1.m1.26948.m1,1
aten_0.1.m1.26950.m1,1
aten_0.1.m1.26953.m1,1
aten_0.1.m1.26958.m1,1
aten_0.1.m1.2696.m1,1
aten_0.1.m1.2697.m1,1
aten_0.1.m1.26972.m1,1
aten_0.1.m1.2698.m1,1
aten_0.1.m1.26981.m1,1
aten_0.1.m1.26983.m1,1
aten_0.1.m1.26987.m1,1
aten_0.1.m1.26991.m1,1
aten_0.1.m1.26992.m1,1
aten_0.1.m1.26993.m1,1
aten_0.1.m1.26994.m1,1
aten_0.1.m1.27003.m1,1
aten_0.1.m1.2701.m1,1
aten_0.1.m1.27018.m1,1
aten_0.1.m1.2703.m1,1
aten_0.1.m1.2706.m1,1
aten_0.1.m1.27071.m1,1
aten_0.1.m1.2708.m1,1
aten_0.1.m1.2711.m1,1
aten_0.1.m1.2712.m1,1
aten_0.1.m1.27186.m1,1
aten_0.1.m1.27210.m1,1
aten_0.1.m1.27212.m1,1
aten_0.1.m1.27216.m1,1
aten_0.1.m1.27238.m1,1
aten_0.1.m1.2724.m1,1
aten_0.1.m1.27240.m1,1
aten_0.1.m1.27241.m1,1
aten_0.1.m1.27247.m1,1
aten_0.1.m1.2725.m1,1
aten_0.1.m1.27256.m1,1
aten_0.1.m1.27264.m1,1
aten_0.1.m1.27266.m1,1
aten_0.1.m1.27269.m1,1
aten_0.1.m1.2727.m1,1
aten_0.1.m1.27271.m1,1
aten_0.1.m1.2728.m1,1
aten_0.1.m1.27286.m1,1
aten_0.1.m1.27290.m1,1
aten_0.1.m1.27295.m1,1
aten_0.1.m1.27296.m1,1
aten_0.1.m1.27298.m1,1
aten_0.1.m1.2730.m1,1
aten_0.1.m1.2732.m1,1
aten_0.1.m1.27343.m1,1
aten_0.1.m1.27351.m1,1
aten_0.1.m1.27379.m1,1
aten_0.1.m1.2739.m1,1
aten_0.1.m1.2742.m1,1
aten_0.1.m1.27430.m1,1
aten_0.1.m1.27431.m1,1
aten_0.1.m1.2744.m1,1
aten_0.1.m1.27441.m1,1
aten_0.1.m1.27442.m1,1
aten_0.1.m1.27443.m1,1
aten_0.1.m1.27444.m1,1
aten_0.1.m1.2746.m1,1
aten_0.1.m1.27460.m1,1
aten_0.1.m1.27465.m1,1
aten_0.1.m1.27466.m1,1
aten_0.1.m1.27470.m1,1
aten_0.1.m1.27472.m1,1
aten_0.1.m1.27489.m1,1
aten_0.1.m1.27490.m1,1
aten_0.1.m1.27492.m1,1
aten_0.1.m1.27498.m1,1
aten_0.1.m1.2750.m1,1
aten_0.1.m1.27508.m1,1
aten_0.1.m1.27511.m1,1
aten_0.1.m1.27514.m1,1
aten_0.1.m1.27519.m1,1
aten_0.1.m1.27524.m1,1
aten_0.1.m1.2753.m1,1
aten_0.1.m1.27530.m1,1
aten_0.1.m1.27531.m1,1
aten_0.1.m1.27533.m1,1
aten_0.1.m1.27537.m1,1
aten_0.1.m1.27541.m1,1
aten_0.1.m1.27544.m1,1
aten_0.1.m1.27545.m1,1
aten_0.1.m1.2757.m1,1
aten_0.1.m1.2759.m1,1
aten_0.1.m1.27601.m1,1
aten_0.1.m1.27602.m1,1
aten_0.1.m1.27606.m1,1
aten_0.1.m1.2762.m1,1
aten_0.1.m1.2765.m1,1
aten_0.1.m1.2766.m1,1
aten_0.1.m1.2767.m1,1
aten_0.1.m1.2768.m1,1
aten_0.1.m1.27689.m1,1
aten_0.1.m1.2769.m1,1
aten_0.1.m1.27691.m1,1
aten_0.1.m1.27708.m1,1
aten_0.1.m1.2772.m1,1
aten_0.1.m1.2773.m1,1
aten_0.1.m1.27735.m1,1
aten_0.1.m1.27738.m1,1
aten_0.1.m1.27739.m1,1
aten_0.1.m1.2774.m1,1
aten_0.1.m1.27746.m1,1
aten_0.1.m1.27752.m1,1
aten_0.1.m1.27759.m1,1
aten_0.1.m1.27760.m1,1
aten_0.1.m1.27767.m1,1
aten_0.1.m1.27768.m1,1
aten_0.1.m1.27769.m1,1
aten_0.1.m1.27776.m1,1
aten_0.1.m1.27779.m1,1
aten_0.1.m1.27781.m1,1
aten_0.1.m1.27783.m1,1
aten_0.1.m1.27784.m1,1
aten_0.1.m1.27787.m1,1
aten_0.1.m1.27788.m1,1
aten_0.1.m1.27792.m1,1
aten_0.1.m1.27793.m1,1
aten_0.1.m1.27794.m1,1
aten_0.1.m1.27797.m1,1
aten_0.1.m1.278.m1,1
aten_0.1.m1.27802.m1,1
aten_0.1.m1.27804.m1,1
aten_0.1.m1.27805.m1,1
aten_0.1.m1.27806.m1,1
aten_0.1.m1.27807.m1,1
aten_0.1.m1.27809.m1,1
aten_0.1.m1.2781.m1,1
aten_0.1.m1.27811.m1,1
aten_0.1.m1.27812.m1,1
aten_0.1.m1.2782.m1,1
aten_0.1.m1.27829.m1,1
aten_0.1.m1.27835.m1,1
aten_0.1.m1.27837.m1,1
aten_0.1.m1.27840.m1,1
aten_0.1.m1.27845.m1,1
aten_0.1.m1.27853.m1,1
aten_0.1.m1.27855.m1,1
aten_0.1.m1.27857.m1,1
aten_0.1.m1.27858.m1,1
aten_0.1.m1.27860.m1,1
aten_0.1.m1.27862.m1,1
aten_0.1.m1.27864.m1,1
aten_0.1.m1.2787.m1,1
aten_0.1.m1.27871.m1,1
aten_0.1.m1.2789.m1,1
aten_0.1.m1.27894.m1,1
aten_0.1.m1.2790.m1,1
aten_0.1.m1.27902.m1,1
aten_0.1.m1.27903.m1,1
aten_0.1.m1.27908.m1,1
aten_0.1.m1.27909.m1,1
aten_0.1.m1.2791.m1,1
aten_0.1.m1.2793.m1,1
aten_0.1.m1.27938.m1,1
aten_0.1.m1.2795.m1,1
aten_0.1.m1.2796.m1,1
aten_0.1.m1.2797.m1,1
aten_0.1.m1.27983.m1,1
aten_0.1.m1.2802.m1,1
aten_0.1.m1.28024.m1,1
aten_0.1.m1.2803.m1,1
aten_0.1.m1.2804.m1,1
aten_0.1.m1.28040.m1,1
aten_0.1.m1.28047.m1,1
aten_0.1.m1.28048.m1,1
aten_0.1.m1.28053.m1,1
aten_0.1.m1.28055.m1,1
aten_0.1.m1.28056.m1,1
aten_0.1.m1.28057.m1,1
aten_0.1.m1.28058.m1,1
aten_0.1.m1.28059.m1,1
aten_0.1.m1.2806.m1,1
aten_0.1.m1.28060.m1,1
aten_0.1.m1.28063.m1,1
aten_0.1.m1.28066.m1,1
aten_0.1.m1.28067.m1,1
aten_0.1.m1.2807.m1,1
aten_0.1.m1.28071.m1,1
aten_0.1.m1.28073.m1,1
aten_0.1.m1.28077.m1,1
aten_0.1.m1.28078.m1,1
aten_0.1.m1.28079.m1,1
aten_0.1.m1.28080.m1,1
aten_0.1.m1.28083.m1,1
aten_0.1.m1.28090.m1,1
aten_0.1.m1.28091.m1,1
aten_0.1.m1.28094.m1,1
aten_0.1.m1.28095.m1,1
aten_0.1.m1.28096.m1,1
aten_0.1.m1.28097.m1,1
aten_0.1.m1.28099.m1,1
aten_0.1.m1.2810.m1,1
aten_0.1.m1.28101.m1,1
aten_0.1.m1.28102.m1,1
aten_0.1.m1.28103.m1,1
aten_0.1.m1.28104.m1,1
aten_0.1.m1.28108.m1,1
aten_0.1.m1.2811.m1,1
aten_0.1.m1.28111.m1,1
aten_0.1.m1.28112.m1,1
aten_0.1.m1.28113.m1,1
aten_0.1.m1.28114.m1,1
aten_0.1.m1.28119.m1,1
aten_0.1.m1.2813.m1,1
aten_0.1.m1.28135.m1,1
aten_0.1.m1.2814.m1,1
aten_0.1.m1.28143.m1,1
aten_0.1.m1.2819.m1,1
aten_0.1.m1.28196.m1,1
aten_0.1.m1.282.m1,1
aten_0.1.m1.2820.m1,1
aten_0.1.m1.28246.m1,1
aten_0.1.m1.28248.m1,1
aten_0.1.m1.28258.m1,1
aten_0.1.m1.28266.m1,1
aten_0.1.m1.28267.m1,1
aten_0.1.m1.2827.m1,1
aten_0.1.m1.28271.m1,1
aten_0.1.m1.28272.m1,1
aten_0.1.m1.28273.m1,1
aten_0.1.m1.2828.m1,1
aten_0.1.m1.28281.m1,1
aten_0.1.m1.28283.m1,1
aten_0.1.m1.28290.m1,1
aten_0.1.m1.28292.m1,1
aten_0.1.m1.28293.m1,1
aten_0.1.m1.28295.m1,1
aten_0.1.m1.28297.m1,1
aten_0.1.m1.2830.m1,1
aten_0.1.m1.28300.m1,1
aten_0.1.m1.28305.m1,1
aten_0.1.m1.28306.m1,1
aten_0.1.m1.28307.m1,1
aten_0.1.m1.28308.m1,1
aten_0.1.m1.28309.m1,1
aten_0.1.m1.28310.m1,1
aten_0.1.m1.28311.m1,1
aten_0.1.m1.28313.m1,1
aten_0.1.m1.28314.m1,1
aten_0.1.m1.28323.m1,1
aten_0.1.m1.28327.m1,1
aten_0.1.m1.28339.m1,1
aten_0.1.m1.28341.m1,1
aten_0.1.m1.28344.m1,1
aten_0.1.m1.2838.m1,1
aten_0.1.m1.2839.m1,1
aten_0.1.m1.2841.m1,1
aten_0.1.m1.28418.m1,1
aten_0.1.m1.2843.m1,1
aten_0.1.m1.28433.m1,1
aten_0.1.m1.28436.m1,1
aten_0.1.m1.28437.m1,1
aten_0.1.m1.28476.m1,1
aten_0.1.m1.28521.m1,1
aten_0.1.m1.28528.m1,1
aten_0.1.m1.28535.m1,1
aten_0.1.m1.28538.m1,1
aten_0.1.m1.28559.m1,1
aten_0.1.m1.28561.m1,1
aten_0.1.m1.28564.m1,1
aten_0.1.m1.28565.m1,1
aten_0.1.m1.28568.m1,1
aten_0.1.m1.28570.m1,1
aten_0.1.m1.28579.m1,1
aten_0.1.m1.28581.m1,1
aten_0.1.m1.28587.m1,1
aten_0.1.m1.28592.m1,1
aten_0.1.m1.28617.m1,1
aten_0.1.m1.28618.m1,1
aten_0.1.m1.28620.m1,1
aten_0.1.m1.28630.m1,1
aten_0.1.m1.28632.m1,1
aten_0.1.m1.28633.m1,1
aten_0.1.m1.28638.m1,1
aten_0.1.m1.28640.m1,1
aten_0.1.m1.28642.m1,1
aten_0.1.m1.28643.m1,1
aten_0.1.m1.28644.m1,1
aten_0.1.m1.28645.m1,1
aten_0.1.m1.28649.m1,1
aten_0.1.m1.2865.m1,1
aten_0.1.m1.28659.m1,1
aten_0.1.m1.28661.m1,1
aten_0.1.m1.28669.m1,1
aten_0.1.m1.2868.m1,1
aten_0.1.m1.2869.m1,1
aten_0.1.m1.287.m1,1
aten_0.1.m1.2871.m1,1
aten_0.1.m1.28719.m1,1
aten_0.1.m1.28723.m1,1
aten_0.1.m1.28724.m1,1
aten_0.1.m1.28732.m1,1
aten_0.1.m1.2874.m1,1
aten_0.1.m1.2875.m1,1
aten_0.1.m1.28755.m1,1
aten_0.1.m1.28770.m1,1
aten_0.1.m1.28815.m1,1
aten_0.1.m1.28820.m1,1
aten_0.1.m1.28821.m1,1
aten_0.1.m1.28823.m1,1
aten_0.1.m1.28830.m1,1
aten_0.1.m1.28837.m1,1
aten_0.1.m1.28842.m1,1
aten_0.1.m1.28847.m1,1
aten_0.1.m1.28854.m1,1
aten_0.1.m1.28858.m1,1
aten_0.1.m1.28860.m1,1
aten_0.1.m1.28862.m1,1
aten_0.1.m1.28863.m1,1
aten_0.1.m1.28864.m1,1
aten_0.1.m1.28881.m1,1
aten_0.1.m1.28882.m1,1
aten_0.1.m1.28884.m1,1
aten_0.1.m1.28887.m1,1
aten_0.1.m1.28888.m1,1
aten_0.1.m1.28890.m1,1
aten_0.1.m1.28891.m1,1
aten_0.1.m1.28893.m1,1
aten_0.1.m1.28894.m1,1
aten_0.1.m1.28899.m1,1
aten_0.1.m1.28926.m1,1
aten_0.1.m1.28928.m1,1
aten_0.1.m1.28929.m1,1
aten_0.1.m1.28931.m1,1
aten_0.1.m1.28932.m1,1
aten_0.1.m1.28949.m1,1
aten_0.1.m1.2895.m1,1
aten_0.1.m1.2896.m1,1
aten_0.1.m1.28964.m1,1
aten_0.1.m1.28966.m1,1
aten_0.1.m1.28967.m1,1
aten_0.1.m1.28974.m1,1
aten_0.1.m1.28976.m1,1
aten_0.1.m1.28977.m1,1
aten_0.1.m1.28978.m1,1
aten_0.1.m1.28980.m1,1
aten_0.1.m1.28982.m1,1
aten_0.1.m1.28985.m1,1
aten_0.1.m1.28988.m1,1
aten_0.1.m1.28989.m1,1
aten_0.1.m1.28993.m1,1
aten_0.1.m1.28995.m1,1
aten_0.1.m1.28999.m1,1
aten_0.1.m1.2900.m1,1
aten_0.1.m1.29003.m1,1
aten_0.1.m1.29004.m1,1
aten_0.1.m1.29007.m1,1
aten_0.1.m1.29008.m1,1
aten_0.1.m1.29009.m1,1
aten_0.1.m1.29011.m1,1
aten_0.1.m1.29020.m1,1
aten_0.1.m1.29023.m1,1
aten_0.1.m1.29024.m1,1
aten_0.1.m1.29025.m1,1
aten_0.1.m1.29026.m1,1
aten_0.1.m1.29028.m1,1
aten_0.1.m1.29030.m1,1
aten_0.1.m1.29033.m1,1
aten_0.1.m1.29034.m1,1
aten_0.1.m1.29035.m1,1
aten_0.1.m1.29038.m1,1
aten_0.1.m1.29042.m1,1
aten_0.1.m1.29043.m1,1
aten_0.1.m1.29044.m1,1
aten_0.1.m1.29050.m1,1
aten_0.1.m1.29051.m1,1
aten_0.1.m1.29057.m1,1
aten_0.1.m1.29058.m1,1
aten_0.1.m1.29059.m1,1
aten_0.1.m1.29060.m1,1
aten_0.1.m1.29061.m1,1
aten_0.1.m1.2912.m1,1
aten_0.1.m1.2913.m1,1
aten_0.1.m1.29133.m1,1
aten_0.1.m1.29139.m1,1
aten_0.1.m1.2914.m1,1
aten_0.1.m1.29140.m1,1
aten_0.1.m1.2915.m1,1
aten_0.1.m1.2916.m1,1
aten_0.1.m1.29170.m1,1
aten_0.1.m1.29171.m1,1
aten_0.1.m1.292.m1,1
aten_0.1.m1.29205.m1,1
aten_0.1.m1.2922.m1,1
aten_0.1.m1.29227.m1,1
aten_0.1.m1.2926.m1,1
aten_0.1.m1.29261.m1,1
aten_0.1.m1.2929.m1,1
aten_0.1.m1.293.m1,1
aten_0.1.m1.2930.m1,1
aten_0.1.m1.2932.m1,1
aten_0.1.m1.2935.m1,1
aten_0.1.m1.29372.m1,1
aten_0.1.m1.29373.m1,1
aten_0.1.m1.29376.m1,1
aten_0.1.m1.2938.m1,1
aten_0.1.m1.29384.m1,1
aten_0.1.m1.29385.m1,1
aten_0.1.m1.29386.m1,1
aten_0.1.m1.29390.m1,1
aten_0.1.m1.29391.m1,1
aten_0.1.m1.29392.m1,1
aten_0.1.m1.29393.m1,1
aten_0.1.m1.29394.m1,1
aten_0.1.m1.29395.m1,1
aten_0.1.m1.29396.m1,1
aten_0.1.m1.29399.m1,1
aten_0.1.m1.29400.m1,1
aten_0.1.m1.29404.m1,1
aten_0.1.m1.29407.m1,1
aten_0.1.m1.29408.m1,1
aten_0.1.m1.29410.m1,1
aten_0.1.m1.29413.m1,1
aten_0.1.m1.29419.m1,1
aten_0.1.m1.29420.m1,1
aten_0.1.m1.29421.m1,1
aten_0.1.m1.29434.m1,1
aten_0.1.m1.29435.m1,1
aten_0.1.m1.29436.m1,1
aten_0.1.m1.29442.m1,1
aten_0.1.m1.29447.m1,1
aten_0.1.m1.2945.m1,1
aten_0.1.m1.29451.m1,1
aten_0.1.m1.2946.m1,1
aten_0.1.m1.29467.m1,1
aten_0.1.m1.29473.m1,1
aten_0.1.m1.29474.m1,1
aten_0.1.m1.29496.m1,1
aten_0.1.m1.29498.m1,1
aten_0.1.m1.29499.m1,1
aten_0.1.m1.29500.m1,1
aten_0.1.m1.29523.m1,1
aten_0.1.m1.29525.m1,1
aten_0.1.m1.29531.m1,1
aten_0.1.m1.29532.m1,1
aten_0.1.m1.29540.m1,1
aten_0.1.m1.29562.m1,1
aten_0.1.m1.2957.m1,1
aten_0.1.m1.2958.m1,1
aten_0.1.m1.29582.m1,1
aten_0.1.m1.29591.m1,1
aten_0.1.m1.29601.m1,1
aten_0.1.m1.2961.m1,1
aten_0.1.m1.29668.m1,1
aten_0.1.m1.2967.m1,1
aten_0.1.m1.29670.m1,1
aten_0.1.m1.29672.m1,1
aten_0.1.m1.29673.m1,1
aten_0.1.m1.29682.m1,1
aten_0.1.m1.29684.m1,1
aten_0.1.m1.29685.m1,1
aten_0.1.m1.29698.m1,1
aten_0.1.m1.2970.m1,1
aten_0.1.m1.29703.m1,1
aten_0.1.m1.2972.m1,1
aten_0.1.m1.29721.m1,1
aten_0.1.m1.29732.m1,1
aten_0.1.m1.2976.m1,1
aten_0.1.m1.2978.m1,1
aten_0.1.m1.29797.m1,1
aten_0.1.m1.29800.m1,1
aten_0.1.m1.29802.m1,1
aten_0.1.m1.29811.m1,1
aten_0.1.m1.29820.m1,1
aten_0.1.m1.29822.m1,1
aten_0.1.m1.2984.m1,1
aten_0.1.m1.2985.m1,1
aten_0.1.m1.29882.m1,1
aten_0.1.m1.2989.m1,1
aten_0.1.m1.2990.m1,1
aten_0.1.m1.2991.m1,1
aten_0.1.m1.2992.m1,1
aten_0.1.m1.2993.m1,1
aten_0.1.m1.2994.m1,1
aten_0.1.m1.29940.m1,1
aten_0.1.m1.29948.m1,1
aten_0.1.m1.29955.m1,1
aten_0.1.m1.2996.m1,1
aten_0.1.m1.29978.m1,1
aten_0.1.m1.29986.m1,1
aten_0.1.m1.29992.m1,1
aten_0.1.m1.30.m1,1
aten_0.1.m1.3000.m1,1
aten_0.1.m1.3001.m1,1
aten_0.1.m1.30026.m1,1
aten_0.1.m1.3003.m1,1
aten_0.1.m1.30031.m1,1
aten_0.1.m1.30033.m1,1
aten_0.1.m1.30034.m1,1
aten_0.1.m1.30035.m1,1
aten_0.1.m1.30040.m1,1
aten_0.1.m1.30041.m1,1
aten_0.1.m1.30042.m1,1
aten_0.1.m1.30044.m1,1
aten_0.1.m1.30045.m1,1
aten_0.1.m1.30048.m1,1
aten_0.1.m1.3005.m1,1
aten_0.1.m1.30050.m1,1
aten_0.1.m1.30051.m1,1
aten_0.1.m1.30054.m1,1
aten_0.1.m1.30062.m1,1
aten_0.1.m1.30064.m1,1
aten_0.1.m1.30065.m1,1
aten_0.1.m1.30067.m1,1
aten_0.1.m1.30070.m1,1
aten_0.1.m1.30074.m1,1
aten_0.1.m1.30075.m1,1
aten_0.1.m1.30078.m1,1
aten_0.1.m1.30079.m1,1
aten_0.1.m1.30083.m1,1
aten_0.1.m1.30088.m1,1
aten_0.1.m1.30090.m1,1
aten_0.1.m1.30091.m1,1
aten_0.1.m1.30094.m1,1
aten_0.1.m1.30095.m1,1
aten_0.1.m1.3010.m1,1
aten_0.1.m1.30102.m1,1
aten_0.1.m1.30103.m1,1
aten_0.1.m1.30105.m1,1
aten_0.1.m1.30107.m1,1
aten_0.1.m1.30108.m1,1
aten_0.1.m1.30112.m1,1
aten_0.1.m1.30113.m1,1
aten_0.1.m1.30124.m1,1
aten_0.1.m1.30127.m1,1
aten_0.1.m1.30128.m1,1
aten_0.1.m1.30129.m1,1
aten_0.1.m1.30130.m1,1
aten_0.1.m1.30131.m1,1
aten_0.1.m1.30138.m1,1
aten_0.1.m1.3014.m1,1
aten_0.1.m1.30141.m1,1
aten_0.1.m1.30142.m1,1
aten_0.1.m1.30144.m1,1
aten_0.1.m1.30149.m1,1
aten_0.1.m1.3015.m1,1
aten_0.1.m1.30153.m1,1
aten_0.1.m1.30154.m1,1
aten_0.1.m1.30155.m1,1
aten_0.1.m1.30156.m1,1
aten_0.1.m1.30158.m1,1
