gene	CoPt_E_rep1	CoPt_H_rep1	CoPt_E_rep2	CoPt_H_rep2	CoPt_E_rep3	CoPt_H_rep3	CoPt_E_rep4	CoPt_H_rep4	Falu_E_rep1	Falu_H_rep1	Falu_E_rep3	Falu_E_rep4	Falu_H_rep4	Falu_E_rep6	Falu_H_rep6	Ftele_H_rep1	Ftele_E_rep3	Ftele_H_rep3	Ftele_E_rep5	Ftele_H_rep5	Ftele_E_rep6	Ftele_H_rep6
aten_0.1.m1.18436.m1	2.00	10.84	0.00	23.66	7.84	8.38	7.61	8.95	0.00	12.13	1.34	1.08	1.17	2.31	6.93	1.49	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.38335.m1	0.00	0.00	0.00	3.00	0.00	0.00	8.00	2.00	3.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	0.00	20.00
aten_0.1.m1.15452.m1	8.00	0.00	11.00	0.00	17.00	0.00	2.00	0.00	9.00	0.00	2.00	13.00	0.00	8.00	2.00	1.00	5.00	0.00	4.00	2.00	10.00	0.00
aten_0.1.m1.6229.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.9625.m1	133.00	49.00	162.00	32.00	178.00	64.00	244.00	17.00	115.00	17.00	196.00	147.00	36.00	133.00	30.00	33.00	105.00	21.00	140.00	46.00	74.00	22.00
aten_0.1.m1.5280.m1	0.00	0.00	0.00	0.00	0.00	0.00	2.93	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	1.32	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.22600.m1	0.00	0.00	6.51	1.00	5.21	1.00	0.00	1.00	1.00	0.00	1.77	1.00	2.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00
aten_0.1.m1.12306.m1	250.98	341.95	577.07	192.89	1085.35	1709.55	1156.77	401.35	652.46	493.14	850.83	981.72	682.60	658.71	1136.78	495.55	688.33	534.82	504.66	696.68	530.20	701.79
aten_0.1.m1.14759.m1	7.00	12.00	26.00	3.00	25.00	12.00	18.00	2.00	21.00	9.00	6.00	13.00	4.00	11.00	8.00	15.00	11.00	12.00	21.00	5.00	2.00	6.00
aten_0.1.m1.685.m1	32.63	20.00	52.00	17.37	48.00	18.03	48.00	7.00	46.00	8.00	26.00	22.00	2.00	21.00	9.00	22.00	45.00	7.88	22.99	21.00	42.00	4.00
aten_0.1.m1.29226.m1	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.2722.m1	36.00	21.00	45.00	6.00	35.00	16.00	54.00	5.00	37.00	5.00	24.00	27.00	5.00	46.00	15.00	13.00	20.00	11.00	25.00	15.00	13.00	6.00
aten_0.1.m1.9474.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.11770.m1	0.00	0.00	1.45	1.00	5.64	3.03	0.79	3.33	0.00	1.01	0.70	0.87	0.00	2.49	3.01	1.00	0.00	0.00	0.53	1.33	1.44	0.00
aten_0.1.m1.1494.m1	117.00	38.00	142.00	6.00	87.00	21.00	148.00	5.00	135.00	5.00	66.00	129.00	11.00	74.00	17.00	5.00	68.00	6.00	50.00	18.00	27.00	5.00
aten_0.1.m1.18814.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.8719.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.11978.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.21715.m1	18.00	15.00	13.00	3.00	86.00	26.00	15.00	10.00	55.00	40.00	24.00	19.00	2.00	31.00	20.00	9.00	18.00	170.00	7.00	22.00	29.00	7.00
aten_0.1.m1.10484.m1	119.00	63.00	278.00	114.00	415.00	286.00	422.00	51.00	339.00	60.00	354.00	475.00	78.00	307.00	112.00	93.00	206.00	77.00	166.00	271.00	98.00	69.00
aten_0.1.m1.5193.m1	48.64	24.00	154.29	8.00	211.26	94.14	132.93	4.96	161.30	9.00	122.60	127.40	40.00	89.72	28.69	17.37	97.30	18.90	55.69	18.11	27.61	15.27
aten_0.1.m1.19565.m1	188.00	43.00	347.00	56.00	740.00	156.00	627.00	21.00	376.00	39.00	499.00	437.00	42.00	330.00	59.00	68.00	381.00	43.00	183.00	128.00	285.00	73.00
aten_0.1.m1.32915.m1	0.00	0.00	0.00	0.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.36833.m1	148.00	113.00	198.00	11.00	129.00	104.00	121.00	130.00	103.00	91.00	75.00	137.00	50.00	102.00	30.00	29.00	90.00	73.00	79.00	48.00	52.00	63.00
aten_0.1.m1.35408.m1	71.00	38.00	11.00	11.00	2.00	1.00	107.00	60.00	0.00	0.00	19.00	58.78	36.00	19.00	76.00	27.00	74.00	96.00	94.00	97.00	12.00	1.00
aten_0.1.m1.15647.m1	202.00	118.00	91.00	44.00	117.00	78.00	95.00	84.00	60.00	34.00	110.00	94.00	41.00	90.00	58.00	55.00	54.00	64.00	133.00	149.00	105.00	28.00
aten_0.1.m1.24571.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.32489.m1	2.00	6.00	3.00	2.00	3.00	1.00	1.00	7.00	3.00	5.00	4.00	3.00	10.00	5.00	1.00	4.00	1.00	3.00	8.00	6.00	2.00	6.00
aten_0.1.m1.29634.m1	18.93	3.04	32.92	7.45	17.79	4.04	32.08	2.99	50.32	1.00	42.24	16.78	0.00	6.86	3.35	9.83	33.48	1.98	16.82	14.97	2.00	0.00
aten_0.1.m1.19736.m1	126.00	17.00	366.00	14.00	381.00	125.00	415.00	18.00	257.00	10.00	260.00	405.00	50.00	208.00	65.00	70.00	268.00	29.00	69.00	45.00	87.00	64.00
aten_0.1.m1.1282.m1	235.00	41.00	349.00	20.00	523.00	55.00	594.00	52.00	281.00	24.00	633.00	236.00	38.00	264.00	40.00	164.00	152.00	54.00	241.00	71.00	294.00	31.00
aten_0.1.m1.11424.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.28309.m1	11.00	24.00	9.00	20.00	7.00	69.00	4.00	31.00	6.00	23.00	5.00	0.00	21.00	11.00	10.00	29.00	4.00	33.00	2.00	18.00	4.00	90.00
aten_0.1.m1.4512.m1	149.00	32.00	145.00	57.00	343.00	245.00	122.00	80.00	183.00	50.00	247.00	298.00	139.00	177.73	105.00	115.00	78.00	27.00	263.00	183.00	31.00	12.00
aten_0.1.m1.636.m1	396.00	318.00	622.00	131.00	984.00	637.00	659.00	256.00	508.00	107.00	764.00	665.00	358.00	562.00	394.00	189.00	458.00	236.00	509.00	528.00	378.00	140.00
aten_0.1.m1.37923.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.5360.m1	90.70	9.26	112.97	0.00	15.61	55.97	213.65	8.30	44.30	2.00	49.34	13.64	8.64	19.74	52.90	32.05	30.78	6.00	33.39	53.95	9.37	6.01
aten_0.1.m1.21020.m1	215.00	23.00	196.00	2.00	285.00	50.00	232.00	13.00	171.00	4.00	147.00	137.00	10.00	195.00	11.00	18.00	86.00	5.00	89.00	35.00	68.00	4.00
aten_0.1.m1.33585.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.32613.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.09	7.52	3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.45	0.00	1.00	2.00	0.00
aten_0.1.m1.36756.m1	67.00	18.00	76.00	17.28	100.00	99.01	122.00	17.99	75.00	27.00	94.92	96.26	76.06	61.00	85.02	21.00	83.01	32.43	72.00	47.00	41.00	22.00
aten_0.1.m1.21015.m1	5.00	4.00	4.00	0.00	3.00	4.00	3.00	0.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
aten_0.1.m1.22198.m1	152.04	9.59	322.61	10.73	206.90	21.88	119.27	3.77	209.50	5.03	132.49	119.35	4.53	93.08	11.37	16.61	134.72	1.06	65.83	19.49	23.54	2.00
aten_0.1.m1.7628.m1	215.00	62.00	418.00	25.00	576.00	143.00	550.00	26.00	439.00	29.00	286.00	350.00	50.00	203.00	75.00	47.00	172.00	23.00	151.00	52.00	137.00	32.00
aten_0.1.m1.10603.m1	71.03	31.00	63.06	14.69	133.00	44.91	135.32	32.84	65.00	24.88	49.00	51.00	41.00	55.04	219.01	23.49	40.00	51.00	65.02	82.06	18.87	26.00
aten_0.1.m1.34579.m1	39.62	12.01	46.97	7.00	77.93	36.65	78.26	6.00	53.61	1.00	59.80	26.75	13.38	34.41	7.02	20.74	42.85	7.00	61.90	11.00	20.99	2.15
aten_0.1.m1.20840.m1	55.69	52.95	73.49	25.12	72.42	36.16	178.51	1.26	73.40	20.60	59.14	52.47	6.78	33.58	1.13	4.81	59.97	7.68	65.73	19.87	59.53	1.14
aten_0.1.m1.10657.m1	1.00	0.00	3.00	1.00	12.00	1.00	10.00	1.00	11.00	1.00	7.00	11.00	0.00	4.00	1.00	4.00	6.00	1.00	1.00	3.00	6.00	3.00
aten_0.1.m1.36169.m1	0.00	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.31	0.00	0.00	0.00	1.00	0.00
aten_0.1.m1.28972.m1	162.00	90.00	120.00	47.00	231.00	210.00	212.00	68.00	166.00	41.00	137.00	150.00	82.00	130.00	71.00	85.00	104.00	77.00	61.00	55.00	52.00	20.00
aten_0.1.m1.28677.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.25841.m1	16.00	0.00	28.00	5.00	27.00	10.00	41.00	0.00	23.00	0.00	27.00	30.00	0.00	6.00	0.00	7.00	16.00	0.00	16.00	13.00	2.00	1.00
aten_0.1.m1.13013.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.5069.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.18776.m1	42.90	13.24	0.99	0.00	2.98	0.42	0.00	3.00	12.78	1.00	20.24	3.80	0.00	2.05	3.76	0.00	20.84	6.61	50.36	7.08	2.97	1.00
aten_0.1.m1.4130.m1	1.00	0.00	6.00	2.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	3.00
aten_0.1.m1.37522.m1	0.00	2.00	0.00	0.00	0.00	4.00	4.00	1.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.7955.m1	1.00	4.10	0.00	1.87	0.99	2.00	12.32	0.00	2.92	1.00	0.00	0.00	4.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
aten_0.1.m1.34247.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.233.m1	6210.00	4375.00	6540.00	1800.00	17653.00	6746.00	7338.00	1545.00	7132.00	3951.00	6878.00	7377.00	4957.00	4179.00	3627.00	10229.00	19418.00	5273.00	6101.00	12060.00	4170.00	3703.00
aten_0.1.m1.650.m1	178.00	106.00	87.00	0.00	58.00	24.00	188.00	32.00	37.00	0.00	27.00	148.00	17.00	104.00	27.00	7.00	24.00	12.00	26.00	17.00	33.00	16.00
aten_0.1.m1.13202.m1	9.00	0.00	5.00	0.00	4.00	0.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	9.00	0.00	0.00
aten_0.1.m1.5650.m1	16.48	5.00	71.10	1.18	36.53	7.19	37.53	0.03	8.69	4.02	9.95	16.10	2.07	31.39	23.99	5.80	18.81	2.99	1.17	10.52	14.00	6.81
aten_0.1.m1.27605.m1	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.8821.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.13215.m1	29.00	6.00	74.00	21.00	87.00	15.00	46.00	9.00	47.00	25.00	20.00	72.00	22.00	41.00	25.00	11.00	54.00	25.00	17.00	12.00	8.00	25.00
aten_0.1.m1.14390.m1	2.00	6.85	3.00	2.00	6.00	9.00	1.00	0.00	5.00	2.00	3.59	4.98	5.00	0.00	0.00	1.00	0.00	0.00	1.00	31.00	3.76	25.00
aten_0.1.m1.10676.m1	90.00	146.00	122.00	32.00	224.00	413.00	237.00	165.00	133.00	22.00	116.00	140.00	123.00	117.00	240.00	201.00	156.00	178.00	65.00	165.00	86.00	225.00
aten_0.1.m1.7207.m1	350.00	1137.00	425.00	235.00	700.00	2666.00	693.00	451.00	635.00	753.00	424.00	429.00	642.00	428.00	1638.00	696.00	538.00	794.00	206.00	1842.00	339.00	1166.00
aten_0.1.m1.6276.m1	0.00	1.00	6.68	0.00	16.99	0.00	6.54	3.38	0.00	1.00	3.19	0.00	0.00	10.05	8.44	9.00	0.00	3.37	0.00	7.06	3.36	6.47
aten_0.1.m1.22052.m1	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.01	3.00	0.00	0.00	0.00	0.00
aten_0.1.m1.22050.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.25006.m1	259.00	315.00	237.00	105.00	302.00	309.00	246.00	278.00	183.00	142.00	208.00	367.00	64.00	224.00	181.00	108.00	269.00	85.00	52.00	234.00	137.00	123.00
aten_0.1.m1.21593.m1	708.00	371.00	796.00	121.00	1703.00	682.00	1293.00	173.00	924.00	121.00	1470.00	1124.00	237.00	878.00	330.00	179.00	773.00	171.00	890.00	516.00	621.00	185.00
aten_0.1.m1.11323.m1	402.00	527.00	332.00	321.00	829.00	1207.00	554.00	301.00	422.00	383.00	488.00	499.00	287.00	515.00	477.00	489.00	328.00	190.00	452.00	174.00	474.00	61.00
aten_0.1.m1.21495.m1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00
aten_0.1.m1.31403.m1	119.22	66.78	77.37	1.00	108.80	8.81	177.32	11.35	11.24	3.00	18.31	80.84	8.00	38.71	17.83	0.00	12.15	9.76	37.15	17.94	35.69	9.74
aten_0.1.m1.15199.m1	4.00	5.00	4.00	0.00	7.00	3.00	7.00	0.00	5.00	0.00	1.00	1.00	0.00	3.00	2.00	1.00	10.00	0.00	10.00	8.00	5.00	2.00
aten_0.1.m1.37778.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.503.m1	43.00	51.00	54.00	28.00	96.00	197.00	72.00	45.00	67.00	25.00	46.00	57.00	33.00	47.00	77.00	20.00	55.00	40.00	35.00	20.00	17.00	9.00
aten_0.1.m1.3395.m1	259.00	53.00	412.00	12.00	312.00	42.00	407.00	20.00	232.00	9.00	214.00	218.00	11.00	126.00	31.00	26.00	92.00	11.00	173.00	34.00	120.00	22.00
aten_0.1.m1.17530.m1	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	36.72	2.00	1.00	0.00	6.40	0.00	0.00	0.00	0.00	0.00	1.46
aten_0.1.m1.4539.m1	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.00	0.00	0.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.34632.m1	3.00	7.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	5.03	0.00	0.00
aten_0.1.m1.31809.m1	0.77	0.00	0.00	0.00	2.53	0.00	18.38	0.00	0.00	0.00	1.08	0.00	0.00	0.00	0.00	2.00	1.16	2.95	0.00	0.00	0.00	0.00
aten_0.1.m1.2683.m1	33.00	8.00	17.00	4.00	32.86	11.00	36.00	0.00	20.00	0.00	9.67	11.00	0.00	18.00	2.00	27.00	25.00	8.00	24.00	6.00	32.00	9.00
aten_0.1.m1.2366.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.3366.m1	1.00	16.00	6.00	1.00	27.00	29.00	3.00	15.00	4.00	5.00	6.00	11.00	3.00	7.00	76.00	29.00	1.00	13.00	4.00	12.00	4.00	44.00
aten_0.1.m1.9864.m1	47.40	40.95	90.33	6.72	150.07	197.69	103.21	95.25	128.20	68.27	214.11	125.78	49.91	101.43	79.83	34.82	133.15	87.37	30.80	9.92	130.28	19.85
aten_0.1.m1.7707.m1	0.00	0.00	0.00	0.00	4.00	2.00	8.00	0.00	0.00	0.00	0.00	10.00	1.00	0.00	1.00	1.00	6.00	0.00	6.00	4.00	0.00	0.00
aten_0.1.m1.22061.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
aten_0.1.m1.8946.m1	33.00	19.26	30.50	4.91	64.00	35.25	123.00	8.62	69.81	22.82	36.30	75.39	20.47	23.00	43.75	20.96	24.30	10.91	11.05	45.86	14.00	26.54
aten_0.1.m1.21902.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.2459.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00
aten_0.1.m1.18494.m1	9.00	0.00	56.00	1.00	28.00	1.00	19.00	0.00	2.00	0.00	11.00	15.00	1.00	8.00	3.00	5.00	3.00	1.00	17.00	2.00	1.00	4.00
aten_0.1.m1.30343.m1	45.00	5.00	56.00	10.00	173.00	102.00	129.00	24.00	59.00	12.00	106.00	77.00	34.00	71.00	21.00	22.00	61.00	10.00	58.00	14.00	59.00	14.00
aten_0.1.m1.22119.m1	221.59	19.01	282.58	4.14	330.90	98.89	359.50	9.09	208.48	7.06	189.54	207.78	15.17	158.48	21.00	14.56	169.04	12.30	107.03	29.41	71.44	6.29
aten_0.1.m1.8210.m1	3.60	4.76	11.73	2.63	33.67	27.04	13.76	3.27	6.31	0.00	14.06	39.28	23.09	19.56	12.23	7.39	23.01	6.79	1.12	1.11	2.18	4.10
aten_0.1.m1.36426.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.32234.m1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.3849.m1	93.00	10.00	31.00	2.00	163.00	33.00	40.00	9.00	46.00	0.00	75.00	36.00	3.00	115.00	16.00	12.00	11.00	1.00	73.00	19.00	44.00	4.00
aten_0.1.m1.12570.m1	9.00	0.00	6.08	0.00	5.00	1.00	4.00	0.00	3.00	0.00	4.00	3.00	0.00	6.00	0.00	1.00	0.00	0.00	11.00	5.00	7.00	1.00
aten_0.1.m1.2685.m1	2271.00	907.00	1784.00	199.00	2628.00	1415.00	3213.00	737.00	1574.00	445.00	2346.00	1460.00	519.00	1425.00	712.00	793.00	1264.00	564.00	2756.00	819.00	2477.00	483.00
aten_0.1.m1.22211.m1	1.07	1.26	0.00	0.00	1.16	0.00	0.00	0.00	4.16	1.94	0.00	0.00	0.00	0.82	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.22912.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.1232.m1	230.00	476.00	260.00	223.00	335.00	479.00	323.00	231.00	290.00	147.00	230.00	277.00	174.00	176.00	388.00	344.00	218.00	149.00	133.00	490.00	138.00	240.00
aten_0.1.m1.34631.m1	1.00	129.00	2.00	19.00	3.00	121.00	3.00	70.00	2.00	22.00	7.00	2.00	35.00	0.00	15.00	45.00	1.00	16.00	11.00	37.00	4.00	34.00
aten_0.1.m1.20029.m1	105.00	620.00	282.00	660.00	1044.00	1932.00	240.00	523.00	618.00	1144.00	311.00	358.00	891.00	290.00	837.00	1072.00	329.00	1896.00	76.00	933.00	145.00	2307.00
aten_0.1.m1.4552.m1	0.00	0.00	0.00	1.00	1.00	3.00	0.00	1.00	2.00	4.00	2.00	2.00	0.00	1.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	2.00
aten_0.1.m1.3606.m1	63.00	59.00	72.00	18.00	119.00	91.00	162.00	13.00	74.00	16.00	82.00	66.00	27.00	49.00	45.00	40.00	51.00	50.00	63.00	30.00	73.00	12.00
aten_0.1.m1.35796.m1	133.54	304.09	44.75	1.96	78.90	60.72	92.04	5.77	205.67	62.89	127.87	50.33	23.82	69.37	59.32	83.36	28.82	6.91	14.77	31.53	26.12	93.66
aten_0.1.m1.24284.m1	12.06	1.00	21.34	0.00	15.07	1.00	1.02	0.97	21.53	0.00	13.77	6.70	0.00	4.41	0.00	1.04	3.00	0.00	3.10	4.16	1.00	0.00
aten_0.1.m1.8365.m1	113.00	73.00	135.00	33.00	234.00	77.00	154.00	21.00	226.00	20.00	135.00	165.00	15.00	210.00	50.00	29.00	131.00	11.00	78.00	25.00	57.00	13.00
aten_0.1.m1.1185.m1	181.00	31.00	288.00	34.00	410.00	44.00	161.00	4.00	151.00	9.00	305.00	202.00	13.00	165.00	7.00	20.00	80.00	7.00	158.00	56.00	106.00	9.00
aten_0.1.m1.450.m1	78.00	48.00	114.00	10.00	134.00	30.00	128.00	19.00	131.00	48.00	66.00	102.00	6.00	79.00	15.00	10.00	67.00	107.00	64.00	36.00	43.00	8.00
aten_0.1.m1.29266.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.17463.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.4708.m1	1.00	0.00	1.00	0.00	0.00	0.00	3.79	0.00	0.00	0.00	0.00	1.99	0.00	1.00	0.00	0.00	1.00	0.00	2.00	0.97	0.00	0.00
aten_0.1.m1.21858.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
aten_0.1.m1.8721.m1	37.00	52.00	80.00	6.00	51.00	8.00	100.00	10.00	74.00	4.00	32.00	136.00	26.00	84.00	40.00	20.00	69.00	7.00	34.00	13.00	43.00	14.00
aten_0.1.m1.10965.m1	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	4.00	0.00
aten_0.1.m1.29893.m1	1.82	0.00	4.10	0.00	28.79	55.16	6.30	1.54	5.19	1.32	3.11	1.91	1.02	8.83	1.14	3.66	8.39	0.00	5.31	2.43	1.65	1.79
aten_0.1.m1.11205.m1	39.00	16.00	25.00	3.00	133.00	41.00	71.00	14.00	37.00	20.00	15.00	64.00	21.00	69.00	13.00	44.00	29.00	4.00	10.00	30.00	9.00	3.00
aten_0.1.m1.17627.m1	137.00	8.00	85.00	3.00	157.00	30.00	142.00	4.00	55.00	4.00	153.00	86.00	5.00	88.00	3.00	3.00	35.00	9.00	130.00	22.00	37.00	3.00
aten_0.1.m1.6431.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.33732.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.21004.m1	45.00	91.00	71.00	34.00	127.00	126.00	127.00	14.00	91.00	18.00	70.54	99.00	49.00	100.00	92.00	43.00	74.00	41.00	42.00	52.00	40.01	37.00
aten_0.1.m1.5019.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.23416.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	7.00	7.00	10.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.25016.m1	26.46	26.11	40.13	7.15	70.77	72.57	46.22	26.81	41.00	16.18	36.85	68.31	29.52	33.18	45.55	29.03	26.10	21.41	25.41	9.49	16.27	6.07
aten_0.1.m1.3369.m1	573.00	767.00	892.00	658.00	981.00	803.00	604.00	526.00	1003.00	376.00	702.00	807.00	328.00	833.00	912.00	434.00	603.00	240.00	607.00	729.00	506.00	546.00
